period,respondent,respondent-name,type,type-name
2026-04-27T07,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-27T07,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-27T07,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-27T06,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-27T06,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-27T06,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-27T06,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-27T05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-27T05,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-27T05,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-27T05,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-27T04,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-27T04,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-27T04,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-27T04,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-27T03,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-27T03,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-27T03,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-27T03,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-27T02,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-27T02,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-27T02,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-27T02,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-27T01,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-27T01,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-27T01,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-27T01,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-27T00,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-27T00,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-27T00,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-27T00,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T23,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T23,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T23,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T23,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T22,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T22,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T22,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T22,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T21,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T21,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T21,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T21,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T20,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T20,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T20,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T20,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T19,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T19,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T19,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T19,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T18,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T18,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T18,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T18,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T17,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T17,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T17,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T17,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T16,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T16,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T16,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T16,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T15,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T15,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T15,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T15,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T14,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T14,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T14,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T14,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T13,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T13,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T13,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T13,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T12,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T12,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T12,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T12,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T11,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T11,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T11,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T11,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T10,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T10,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T10,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T10,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T09,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T09,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T09,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T09,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T08,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T08,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T08,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T07,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T07,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T07,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T07,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T06,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T06,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T06,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T06,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T05,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T05,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T05,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T04,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T04,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T04,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T04,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T03,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T03,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T03,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T03,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T02,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T02,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T02,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T02,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T01,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T01,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T01,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T01,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-26T00,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-26T00,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-26T00,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-26T00,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T23,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T23,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T23,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T23,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T22,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T22,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T22,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T22,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T21,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T21,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T21,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T21,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T20,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T20,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T20,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T20,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T19,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T19,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T19,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T19,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T18,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T18,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T18,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T18,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T17,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T17,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T17,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T17,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T16,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T16,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T16,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T16,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T15,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T15,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T15,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T15,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T14,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T14,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T14,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T14,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T13,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T13,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T13,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T13,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T12,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T12,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T12,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T12,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T11,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T11,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T11,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T11,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T10,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T10,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T10,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T10,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T09,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T09,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T09,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T09,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T08,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T08,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T08,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T07,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T07,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T07,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T07,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T06,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T06,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T06,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T06,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T05,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T05,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T05,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T04,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T04,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T04,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T04,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T03,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T03,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T03,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T03,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T02,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T02,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T02,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T02,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T01,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T01,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T01,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T01,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-25T00,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-25T00,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-25T00,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-25T00,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T23,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T23,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T23,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T23,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T22,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T22,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T22,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T22,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T21,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T21,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T21,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T21,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T20,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T20,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T20,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T20,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T19,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T19,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T19,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T19,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T18,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T18,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T18,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T18,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T17,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T17,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T17,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T17,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T16,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T16,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T16,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T16,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T15,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T15,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T15,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T15,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T14,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T14,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T14,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T14,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T13,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T13,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T13,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T13,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T12,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T12,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T12,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T12,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T11,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T11,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T11,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T11,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T10,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T10,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T10,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T10,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T09,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T09,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T09,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T09,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T08,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T08,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T08,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T07,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T07,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T07,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T07,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T06,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T06,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T06,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T06,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T05,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T05,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T05,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T04,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T04,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T04,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T04,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T03,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T03,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T03,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T03,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T02,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T02,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T02,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T02,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T01,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T01,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T01,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T01,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-24T00,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-24T00,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-24T00,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-24T00,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-23T23,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-23T23,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-23T23,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-23T23,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-23T22,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-23T22,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-23T22,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-23T22,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-23T21,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-23T21,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-23T21,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-23T21,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-23T20,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-04-23T20,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-04-23T20,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-04-23T20,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-04-23T19,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
